Title,Authors,Publish_Date,Abstract,Article_Link,correspondence_author,keywords,correspondance_author_email
Maternal gut microbes shape the early-life assembly of gut microbiota in passerine chicks via nests,"Cheng-Yu Chen, Chih-Kuan Chen, Yi-Ying Chen, Andrew Fang, Grace Tzun-Wen Shaw, Chih-Ming Hung and Daryi Wang",9/11/2020,"Knowledge is growing on how gut microbiota are established, but the effects of maternal symbiotic microbes throughout early microbial successions in birds remain elusive. In this study, we examined the contrib...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00896-9,"Chih-Ming Hung,Daryi Wang","Avian microbiota, Host-microbiome interactions, Maternal effects, Gut microbiota assembly, Maternal microbial transmission","cmhung@gate.sinica.edu.tw, dywang@gate.sinica.edu.tw"
Impact of industrial production system parameters on chicken microbiomes: mechanisms to improve performance and reduce Campylobacter,"Aaron McKenna, Umer Zeeshan Ijaz, Carmel Kelly, Mark Linton, William T. Sloan, Brian D. Green, Ursula Lavery, Nick Dorrell, Brendan W. Wren, Anne Richmond, Nicolae Corcionivoschi and Ozan Gundogdu",9/9/2020,The factors affecting host-pathogen ecology in terms of the microbiome remain poorly studied. Chickens are a key source of protein with gut health heavily dependent on the complex microbiome which has key role...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00908-8,"Nicolae Corcionivoschi,Ozan Gundogdu","Chicken, Microbiome, Campylobacter, Production systems, Environmental filtering, Phylogenetic signal, Competitive exclusion, Diversity","Nicolae.Corcionivoschi@afbini.gov.uk, Ozan.Gundogdu@lshtm.ac.uk"
"Nanoparticle treatment of maize analyzed through the metatranscriptome: compromised nitrogen cycling, possible phytopathogen selection, and plant hormesis","Wouter M. A. Sillen, Sofie Thijs, Gennaro Roberto Abbamondi, Roberto De La Torre Roche, Nele Weyens, Jason C. White and Jaco Vangronsveld",9/9/2020,The beneficial use of nanoparticle silver or nanosilver may be confounded when its potent antimicrobial properties impact non-target members of natural microbiomes such as those present in soil or the plant rh...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00904-y,Wouter M. A. Sillen,"Plant microbiome, Maize, Silver nanoparticles, Rhizosphere, Metatranscriptome, Phytopathogens",wouter.sillen@uhasselt.be
"Bradymonabacteria, a novel bacterial predator group with versatile survival strategies in saline environments","Da-Shuai Mu, Shuo Wang, Qi-Yun Liang, Zhao-Zhong Du, Renmao Tian, Yang Ouyang, Xin-Peng Wang, Aifen Zhou, Ya Gong, Guan-Jun Chen, Joy Van Nostrand, Yunfeng Yang, Jizhong Zhou and Zong-Jun Du",8/31/2020,"Bacterial predation is an important selective force in microbial community structure and dynamics. However, only a limited number of predatory bacteria have been reported, and their predatory strategies and ev...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00902-0,Zong-Jun Du,"Bacterial predator, Bradymonadales, Metabolic deficiencies, Comparative genomic analysis, Biogeographic analysis",duzongjun@sdu.edu.cn
Impact of investigational microbiota therapeutic RBX2660 on the gut microbiome and resistome revealed by a placebo-controlled clinical trial,"Suryang Kwak, JooHee Choi, Tiffany Hink, Kimberly A. Reske, Kenneth Blount, Courtney Jones, Margaret H. Bost, Xiaoqing Sun, Carey-Ann D. Burnham, Erik R. Dubberke and Gautam Dantas",8/31/2020,Intestinal microbiota restoration can be achieved by complementing a subject’s perturbed microbiota with that of a healthy donor. Recurrent Clostridioides difficile infection (rCDI) is one key application of such...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00907-9,"Erik R. Dubberke,Gautam Dantas","Microbiota-based therapy, Placebo, Microbiome, Resistome, Clostridioides difficile infection, Antibiotic-resistant organisms","edubberk@wustl.edu, dantas@wustl.edu"
"A ubiquitous subcuticular bacterial symbiont of a coral predator, the crown-of-thorns starfish, in the Indo-Pacific","Naohisa Wada, Hideaki Yuasa, Rei Kajitani, Yasuhiro Gotoh, Yoshitoshi Ogura, Dai Yoshimura, Atsushi Toyoda, Sen-Lin Tang, Yukihiro Higashimura, Hugh Sweatman, Zac Forsman, Omri Bronstein, Gal Eyal, Nalinee Thongtham, Takehiko Itoh, Tetsuya Hayashi…",8/24/2020,"Population outbreaks of the crown-of-thorns starfish (Acanthaster planci sensu lato; COTS), a primary predator of reef-building corals in the Indo-Pacific Ocean, are a major threat to coral reefs. While biologica...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00880-3,"Takehiko Itoh,Tetsuya Hayashi,Nina Yasuda","Crown-of-thorns starfish, Subcuticular bacteria, Marine spirochetes","takehiko@bio.titech.ac.jp, thayash@bact.med.kyushu-u.ac.jp, nina27@cc.miyazaki-u.ac.jp"
Protoblock - A biological standard for formalin fixed samples,"Yensi Flores Bueso, Sidney P. Walker, Glenn Hogan, Marcus J. Claesson and Mark Tangney",8/22/2020,"Formalin-fixed, paraffin-embedded (FFPE) tissue is the gold standard in pathology tissue storage, representing the largest collections of patient material. Their reliable use for DNA analyses could open a trov...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00901-1,Mark Tangney,"FFPE, Microbiome, PCR, DNA, Bacteria, Microscopy",m.tangney@ucc.ie
Antimicrobial drug use in the first decade of life influences saliva microbiota diversity and composition,"Sajan C. Raju, Heli Viljakainen, Rejane A. O. Figueiredo, Pertti J. Neuvonen, Johan G. Eriksson, Elisabete Weiderpass and Trine B. Rounge",8/21/2020,"The human microbiota contributes to health and well-being. Antimicrobials (AM) have an immediate effect on microbial diversity and composition in the gut, but next to nothing is known about their long-term con...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00893-y,Trine B. Rounge,"Lifelong antimicrobial use, Saliva microbiota, Azithromycin, Gender difference, Antibiotics",trine.rounge@kreftregisteret.no
The gut microbiota regulates autism-like behavior by mediating vitamin B6 homeostasis in EphB6-deficient mice,"Ying Li, Zheng-Yi Luo, Yu-Ying Hu, Yue-Wei Bi, Jian-Ming Yang, Wen-Jun Zou, Yun-Long Song, Shi Li, Tong Shen, Shu-Ji Li, Lang Huang, Ai-Jun Zhou, Tian-Ming Gao and Jian-Ming Li",8/20/2020,"Autism spectrum disorder (ASD) is a developmental disorder, and the effective pharmacological treatments for the core autistic symptoms are currently limited. Increasing evidence, particularly that from clinic...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00884-z,"Tian-Ming Gao,Jian-Ming Li","Gut microbiota, ASD, EphB6, Vitamin B6, Dopamine, E/I balance","tgao@smu.edu.cn, lijming3@sysu.edu.cn"
Gut microbiota modulation with long-chain corn bran arabinoxylan in adults with overweight and obesity is linked to an individualized temporal increase in fecal propionate,"Nguyen K. Nguyen, Edward C. Deehan, Zhengxiao Zhang, Mingliang Jin, Nami Baskota, Maria Elisa Perez-Muñoz, Janis Cole, Yunus E. Tuncil, Benjamin Seethaler, Ting Wang, Martine Laville, Nathalie M. Delzenne, Stephan C. Bischoff, Bruce R. Hamaker, Inés Martínez, Dan Knights…",8/19/2020,Variability in the health effects of dietary fiber might arise from inter-individual differences in the gut microbiota’s ability to ferment these substrates into beneficial metabolites. Our understanding of wh...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00887-w,Jens Walter,"Arabinoxylan, Dietary fiber, Gut microbiota, Inter-individual variability, Overweight adults, Short-chain fatty acids",jenswalter@ucc.ie
"“Microbiota, symbiosis and individuality summer school” meeting report","Isobel Ronai, Gregor P. Greslehner, Federico Boem, Judith Carlisle, Adrian Stencel, Javier Suárez, Saliha Bayir, Wiebke Bretting, Joana Formosinho, Anna C. Guerrero, William H. Morgan, Cybèle Prigot-Maurice, Salome Rodeck, Marie Vasse, Jacqueline M. Wallis and Oryan Zacks",8/14/2020,"How does microbiota research impact our understanding of biological individuality? We summarize the interdisciplinary summer school on “Microbiota, symbiosis and individuality: conceptual and philosophical iss...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00898-7,Gregor P. Greslehner,"Microbiome, Holobiont, Hologenome, Philosophy of biology, History of biology, Downward causation, Ecology, Conceptual analysis, Holistic, Physiological individuals",gregor.greslehner@gmail.com
Influence of the polar light cycle on seasonal dynamics of an Antarctic lake microbial community,"Pratibha Panwar, Michelle A. Allen, Timothy J. Williams, Alyce M. Hancock, Sarah Brazendale, James Bevington, Simon Roux, David Páez-Espino, Stephen Nayfach, Maureen Berg, Frederik Schulz, I-Min A. Chen, Marcel Huntemann, Nicole Shapiro, Nikos C. Kyrpides, Tanja Woyke…",8/9/2020,Cold environments dominate the Earth’s biosphere and microbial activity drives ecosystem processes thereby contributing greatly to global biogeochemical cycles. Polar environments differ to all other cold envi...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00889-8,Ricardo Cavicchioli,"Antarctic microbiology, Polar light cycle, Metagenome time series, Host-virus interactions, Meromictic lake, Microbial food web, Green sulfur bacteria, Phototroph",r.cavicchioli@unsw.edu.au
Environmental shaping of the bacterial and fungal community in infant bed dust and correlations with the airway microbiota,"Shashank Gupta, Mathis H. Hjelmsø, Jenni Lehtimäki, Xuanji Li, Martin S. Mortensen, Jakob Russel, Urvish Trivedi, Morten A. Rasmussen, Jakob Stokholm, Hans Bisgaard and Søren J. Sørensen",8/7/2020,"From early life, children are exposed to a multitude of environmental exposures, which may be of crucial importance for healthy development. Here, the environmental microbiota may be of particular interest as ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00895-w,Søren J. Sørensen,"House dust, Bacterial microbiome, Fungal microbiome, Airway microbiome, Infant microbiome",sjs@bio.ku.dk
The human gut archaeome: identification of diverse haloarchaea in Korean subjects,"Joon Yong Kim, Tae Woong Whon, Mi Young Lim, Yeon Bee Kim, Namhee Kim, Min-Sung Kwon, Juseok Kim, Se Hee Lee, Hak-Jong Choi, In-Hyun Nam, Won-Hyong Chung, Jung-Ha Kim, Jin-Woo Bae, Seong Woon Roh and Young-Do Nam",8/4/2020,"Archaea are one of the least-studied members of the gut-dwelling autochthonous microbiota. Few studies have reported the dominance of methanogens in the archaeal microbiome (archaeome) of the human gut, althou...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00894-x,"Seong Woon Roh,Young-Do Nam","Human gut, Population-level metataxonomic analysis, Archaeome, Haloarchaea, Archaeal enterotype","swroh@wikim.re.kr, youngdo98@kfri.re.kr"
Immunoglobulin recognition of fecal bacteria in stunted and non-stunted children: findings from the Afribiota study,"Kelsey E. Huus, André Rodriguez-Pozo, Nathalie Kapel, Alison Nestoret, Azimdine Habib, Michel Dede, Amee Manges, Jean-Marc Collard, Philippe J. Sansonetti, Pascale Vonaesch and B. Brett Finlay",7/27/2020,"Child undernutrition is a global health issue that is associated with poor sanitation and an altered intestinal microbiota. Immunoglobulin (Ig) A mediates host-microbial homeostasis in the intestine, and acute...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00890-1,B. Brett Finlay,"Microbiome, Immunoglobulin A, Immunoglobulin G, Undernutrition, Stunting, Environmental Enteric dysfunction, Sub-Saharan Africa",bfinlay@msl.ubc.ca
Microbiota from alginate oligosaccharide-dosed mice successfully mitigated small intestinal mucositis,"Pengfei Zhang, Jing Liu, Bohui Xiong, Cong Zhang, Beining Kang, Yishan Gao, Zengkuan Li, Wei Ge, Shunfeng Cheng, Yanan Hao, Wei Shen, Shuai Yu, Liang Chen, Xiangfang Tang, Yong Zhao and Hongfu Zhang",7/25/2020,The increasing incidence of cancer and intestinal mucositis induced by chemotherapeutics are causing worldwide concern. Many approaches such as fecal microbiota transplantation (FMT) have been used to minimize...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00886-x,"Yong Zhao,Hongfu Zhang","Fecal microbiota transplantation, Alginate oligosaccharides, Mucositis, Busulfan, Rescue, Metabolome, Correlation","yzhao818@hotmail.com, zhanghongfu@caas.cn"
Catabolism and interactions of uncultured organisms shaped by eco-thermodynamics in methanogenic bioprocesses,"Masaru K. Nobu, Takashi Narihiro, Ran Mei, Yoichi Kamagata, Patrick K. H. Lee, Po-Heng Lee, Michael J. McInerney and Wen-Tso Liu",7/24/2020,"Current understanding of the carbon cycle in methanogenic environments involves trophic interactions such as interspecies H2 transfer between organotrophs and methanogens. However, many metabolic processes are th...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00885-y,Wen-Tso Liu,"Catabolism, Interactions, Uncultured organisms, Eco-thermodynamics, Methanogenic bioprocesses",wtliu@illinois.edu
Gut microbiome composition differences among breeds impact feed efficiency in swine,"Matteo Bergamaschi, Francesco Tiezzi, Jeremy Howard, Yi Jian Huang, Kent A. Gray, Constantino Schillebeeckx, Nathan P. McNulty and Christian Maltecca",7/22/2020,"Feed efficiency is a crucial parameter in swine production, given both its economic and environmental impact. The gut microbiota plays an essential role in nutrient digestibility and is, therefore, likely to a...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00888-9,Francesco Tiezzi,"Swine, Microbiome, Genetics, Performance, Feed efficiency",f_tiezzi@ncsu.edu
Bacteria pathogens drive host colonic epithelial cell promoter hypermethylation of tumor suppressor genes in colorectal cancer,"Xiaoxuan Xia, William Ka Kei Wu, Sunny Hei Wong, Dabin Liu, Thomas Ngai Yeung Kwong, Geicho Nakatsu, Pearlly S. Yan, Yu-Ming Chuang, Michael Wing-Yan Chan, Olabisi Oluwabukola Coker, Zigui Chen, Yun Kit Yeoh, Liuyang Zhao, Xiansong Wang, Wing Yin Cheng, Matthew Tak Vai Chan…",7/16/2020,Altered microbiome composition and aberrant promoter hypermethylation of tumor suppressor genes (TSGs) are two important hallmarks of colorectal cancer (CRC). Here we performed concurrent 16S rRNA gene sequenc...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-020-00847-4,"Maggie Haitian Wang,Jun Yu","Colorectal cancer, Microbiota, DNA methylation, MBDCap-Seq, DNMT","maggiew@cuhk.edu.hk, junyu@cuhk.edu.hk"
